Município,codmun,UF,idsus_fx,Grupo Homogêneo
Paraty,330380,RJ,"5 a 5,9",GH3
Paty do Alferes,330385,RJ,"6 a 6,9",GH5
Petrópolis,330390,RJ,"5 a 5,9",GH2
Pinheiral,330395,RJ,"5 a 5,9",GH5
Piraí,330400,RJ,"7 a 7,9",GH3
Porciúncula,330410,RJ,"5 a 5,9",GH3
Porto Real,330411,RJ,"5 a 5,9",GH5
Quatis,330412,RJ,"4 a 4,9",GH5
Queimados,330414,RJ,"4 a 4,9",GH4
Quissamã,330415,RJ,"5 a 5,9",GH3
Resende,330420,RJ,"5 a 5,9",GH3
Rio Bonito,330430,RJ,"4 a 4,9",GH3
Rio Claro,330440,RJ,"4 a 4,9",GH5
Rio das Flores,330450,RJ,"7 a 7,9",GH5
Rio das Ostras,330452,RJ,"4 a 4,9",GH3
Rio de Janeiro,330455,RJ,"4 a 4,9",GH1
Santa Maria Madalena,330460,RJ,"5 a 5,9",GH5
Santo Antônio de Pádua,330470,RJ,"4 a 4,9",GH3
São Francisco de Itabapoana,330475,RJ,"5 a 5,9",GH4
São Fidélis,330480,RJ,"4 a 4,9",GH3
São Gonçalo,330490,RJ,"4 a 4,9",GH2
São João da Barra,330500,RJ,"5 a 5,9",GH5
São João de Meriti,330510,RJ,"4 a 4,9",GH3
São José de Ubá,330513,RJ,"5 a 5,9",GH5
São José do Vale do Rio Preto,330515,RJ,"4 a 4,9",GH3
São Pedro da Aldeia,330520,RJ,"5 a 5,9",GH3
São Sebastião do Alto,330530,RJ,"2,5 a 3,9",GH5
Sapucaia,330540,RJ,"5 a 5,9",GH5
Saquarema,330550,RJ,"4 a 4,9",GH3
Seropédica,330555,RJ,"4 a 4,9",GH3
Silva Jardim,330560,RJ,"5 a 5,9",GH6
Sumidouro,330570,RJ,"5 a 5,9",GH5
Tanguá,330575,RJ,"4 a 4,9",GH5
Teresópolis,330580,RJ,"5 a 5,9",GH3
Trajano de Moraes,330590,RJ,"5 a 5,9",GH5
Três Rios,330600,RJ,"5 a 5,9",GH3
Valença,330610,RJ,"6 a 6,9",GH3
Varre-Sai,330615,RJ,"4 a 4,9",GH5
Vassouras,330620,RJ,"5 a 5,9",GH3
Volta Redonda,330630,RJ,"6 a 6,9",GH2
Adamantina,350010,SP,"5 a 5,9",GH3
Adolfo,350020,SP,"7 a 7,9",GH5
Aguaí,350030,SP,"4 a 4,9",GH3
Águas da Prata,350040,SP,"6 a 6,9",GH5
Águas de Lindóia,350050,SP,"7 a 7,9",GH3
Águas de Santa Bárbara,350055,SP,"6 a 6,9",GH5
Águas de São Pedro,350060,SP,"5 a 5,9",GH5
Agudos,350070,SP,"6 a 6,9",GH3
Alambari,350075,SP,"7 a 7,9",GH5
Alfredo Marcondes,350080,SP,"6 a 6,9",GH5
Altair,350090,SP,"6 a 6,9",GH5
Altinópolis,350100,SP,"7 a 7,9",GH5
Alto Alegre,350110,SP,"6 a 6,9",GH5
Alumínio,350115,SP,"5 a 5,9",GH5
Álvares Florence,350120,SP,"7 a 7,9",GH5
Álvares Machado,350130,SP,"5 a 5,9",GH5
Álvaro de Carvalho,350140,SP,"6 a 6,9",GH6
Alvinlândia,350150,SP,"6 a 6,9",GH5
Americana,350160,SP,"5 a 5,9",GH3
Américo Brasiliense,350170,SP,"2,5 a 3,9",GH3
Américo de Campos,350180,SP,"5 a 5,9",GH5
Amparo,350190,SP,"5 a 5,9",GH3
Analândia,350200,SP,"5 a 5,9",GH5
Andradina,350210,SP,"5 a 5,9",GH3
Angatuba,350220,SP,"6 a 6,9",GH3
Anhembi,350230,SP,"7 a 7,9",GH5
Anhumas,350240,SP,"6 a 6,9",GH5
Aparecida,350250,SP,"5 a 5,9",GH3
Aparecida d'Oeste,350260,SP,"6 a 6,9",GH5
Apiaí,350270,SP,"6 a 6,9",GH4
Araçariguama,350275,SP,"5 a 5,9",GH5
Araçatuba,350280,SP,"6 a 6,9",GH2
Araçoiaba da Serra,350290,SP,"5 a 5,9",GH5
Aramina,350300,SP,"6 a 6,9",GH5
Arandu,350310,SP,"6 a 6,9",GH5
Arapeí,350315,SP,"6 a 6,9",GH5
Araraquara,350320,SP,"5 a 5,9",GH2
Araras,350330,SP,"5 a 5,9",GH3
Arco-Íris,350335,SP,8 e +,GH5
Arealva,350340,SP,"6 a 6,9",GH5
Areias,350350,SP,"6 a 6,9",GH5
Areiópolis,350360,SP,"7 a 7,9",GH5
Ariranha,350370,SP,"6 a 6,9",GH5
Artur Nogueira,350380,SP,"5 a 5,9",GH5
Arujá,350390,SP,"5 a 5,9",GH5
Aspásia,350395,SP,"6 a 6,9",GH5
Assis,350400,SP,"6 a 6,9",GH3
Atibaia,350410,SP,"4 a 4,9",GH3
Auriflama,350420,SP,"6 a 6,9",GH3
Avaí,350430,SP,"5 a 5,9",GH5
Avanhandava,350440,SP,"5 a 5,9",GH5
Avaré,350450,SP,"6 a 6,9",GH3
Bady Bassitt,350460,SP,"6 a 6,9",GH5
Balbinos,350470,SP,"5 a 5,9",GH6
Bálsamo,350480,SP,"6 a 6,9",GH5
Bananal,350490,SP,"5 a 5,9",GH5
Barão de Antonina,350500,SP,"7 a 7,9",GH5
Barbosa,350510,SP,"6 a 6,9",GH5
Bariri,350520,SP,"6 a 6,9",GH3
Barra Bonita,350530,SP,"5 a 5,9",GH3
Barra do Chapéu,350535,SP,"6 a 6,9",GH6
Barra do Turvo,350540,SP,"6 a 6,9",GH6
Barretos,350550,SP,"6 a 6,9",GH2
Barrinha,350560,SP,"5 a 5,9",GH5
Barueri,350570,SP,8 e +,GH2
Bastos,350580,SP,"7 a 7,9",GH3
Batatais,350590,SP,"6 a 6,9",GH3
Bauru,350600,SP,"5 a 5,9",GH2
Bebedouro,350610,SP,"5 a 5,9",GH3
Bento de Abreu,350620,SP,"6 a 6,9",GH5
Bernardino de Campos,350630,SP,"7 a 7,9",GH5
Bertioga,350635,SP,"5 a 5,9",GH3
Bilac,350640,SP,"5 a 5,9",GH5
Birigui,350650,SP,"4 a 4,9",GH3
Biritiba-Mirim,350660,SP,"5 a 5,9",GH5
Boa Esperança do Sul,350670,SP,"5 a 5,9",GH5
Bocaina,350680,SP,"6 a 6,9",GH5
Bofete,350690,SP,"5 a 5,9",GH5
Boituva,350700,SP,"5 a 5,9",GH3
Bom Jesus dos Perdões,350710,SP,"4 a 4,9",GH5
Bom Sucesso de Itararé,350715,SP,"6 a 6,9",GH6
Borá,350720,SP,"6 a 6,9",GH5
Boracéia,350730,SP,"6 a 6,9",GH5
Borborema,350740,SP,"5 a 5,9",GH5
Borebi,350745,SP,"7 a 7,9",GH5
Botucatu,350750,SP,"6 a 6,9",GH2
Bragança Paulista,350760,SP,"5 a 5,9",GH3
Braúna,350770,SP,"5 a 5,9",GH5
Brejo Alegre,350775,SP,"6 a 6,9",GH5
Brodowski,350780,SP,"7 a 7,9",GH5
Brotas,350790,SP,"6 a 6,9",GH5
Buri,350800,SP,"5 a 5,9",GH5
Buritama,350810,SP,"6 a 6,9",GH3
Buritizal,350820,SP,"6 a 6,9",GH5
Cabrália Paulista,350830,SP,"6 a 6,9",GH5
Cabreúva,350840,SP,"4 a 4,9",GH5
Caçapava,350850,SP,"5 a 5,9",GH3
Cachoeira Paulista,350860,SP,"5 a 5,9",GH3
Caconde,350870,SP,"5 a 5,9",GH5
Cafelândia,350880,SP,"5 a 5,9",GH5
Caiabu,350890,SP,"6 a 6,9",GH5
Caieiras,350900,SP,"4 a 4,9",GH5
Caiuá,350910,SP,"6 a 6,9",GH5
Cajamar,350920,SP,"5 a 5,9",GH3
Cajati,350925,SP,"6 a 6,9",GH5
Cajobi,350930,SP,"5 a 5,9",GH5
Cajuru,350940,SP,"6 a 6,9",GH3
Campina do Monte Alegre,350945,SP,"6 a 6,9",GH5
Campinas,350950,SP,"6 a 6,9",GH1
Campo Limpo Paulista,350960,SP,"4 a 4,9",GH3
Campos do Jordão,350970,SP,"6 a 6,9",GH3
Campos Novos Paulista,350980,SP,"6 a 6,9",GH5
Cananéia,350990,SP,"6 a 6,9",GH5
Canas,350995,SP,"5 a 5,9",GH6
Cândido Mota,351000,SP,"6 a 6,9",GH3
Cândido Rodrigues,351010,SP,"5 a 5,9",GH5
Canitar,351015,SP,"6 a 6,9",GH5
Capão Bonito,351020,SP,"5 a 5,9",GH3
Capela do Alto,351030,SP,"5 a 5,9",GH5
Capivari,351040,SP,"4 a 4,9",GH3
Caraguatatuba,351050,SP,"6 a 6,9",GH3
Carapicuíba,351060,SP,"4 a 4,9",GH3
Cardoso,351070,SP,"7 a 7,9",GH5
Casa Branca,351080,SP,"5 a 5,9",GH3
Cássia dos Coqueiros,351090,SP,8 e +,GH5
Castilho,351100,SP,"5 a 5,9",GH5
Catanduva,351110,SP,"6 a 6,9",GH2
Catiguá,351120,SP,"5 a 5,9",GH5
Cedral,351130,SP,"5 a 5,9",GH5
Cerqueira César,351140,SP,"6 a 6,9",GH3
Cerquilho,351150,SP,"4 a 4,9",GH3
Cesário Lange,351160,SP,"5 a 5,9",GH5
Charqueada,351170,SP,"4 a 4,9",GH5
Clementina,351190,SP,"6 a 6,9",GH5
Colina,351200,SP,"6 a 6,9",GH5
Colômbia,351210,SP,"6 a 6,9",GH5
Conchal,351220,SP,"5 a 5,9",GH3
Conchas,351230,SP,"6 a 6,9",GH5
Cordeirópolis,351240,SP,"5 a 5,9",GH5
Coroados,351250,SP,"6 a 6,9",GH5
Coronel Macedo,351260,SP,"6 a 6,9",GH5
Corumbataí,351270,SP,"6 a 6,9",GH5
Cosmópolis,351280,SP,"5 a 5,9",GH3
Cosmorama,351290,SP,"7 a 7,9",GH5
Cotia,351300,SP,"5 a 5,9",GH3
Cravinhos,351310,SP,"5 a 5,9",GH5
Cristais Paulista,351320,SP,"5 a 5,9",GH5
Cruzália,351330,SP,"7 a 7,9",GH5
Cruzeiro,351340,SP,"4 a 4,9",GH3
Cubatão,351350,SP,"6 a 6,9",GH3
Cunha,351360,SP,"5 a 5,9",GH4
Descalvado,351370,SP,"5 a 5,9",GH3
Diadema,351380,SP,"6 a 6,9",GH2
Dirce Reis,351385,SP,"7 a 7,9",GH5
Divinolândia,351390,SP,"5 a 5,9",GH3
Dobrada,351400,SP,"4 a 4,9",GH5
Dois Córregos,351410,SP,"7 a 7,9",GH3
Dolcinópolis,351420,SP,"6 a 6,9",GH5
Dourado,351430,SP,"5 a 5,9",GH5
Dracena,351440,SP,"6 a 6,9",GH3
Duartina,351450,SP,"7 a 7,9",GH5
Dumont,351460,SP,"6 a 6,9",GH5
Echaporã,351470,SP,"6 a 6,9",GH5
Eldorado,351480,SP,"6 a 6,9",GH5
Elias Fausto,351490,SP,"5 a 5,9",GH5
Elisiário,351492,SP,"6 a 6,9",GH5
Embaúba,351495,SP,"6 a 6,9",GH5
Embu,351500,SP,"5 a 5,9",GH3
Embu-Guaçu,351510,SP,"5 a 5,9",GH5
Emilianópolis,351512,SP,"6 a 6,9",GH5
Engenheiro Coelho,351515,SP,"5 a 5,9",GH5
Espírito Santo do Pinhal,351518,SP,"4 a 4,9",GH3
Espírito Santo do Turvo,351519,SP,"7 a 7,9",GH5
Estrela d'Oeste,351520,SP,"5 a 5,9",GH5
Estrela do Norte,351530,SP,"6 a 6,9",GH5
Euclides da Cunha Paulista,351535,SP,"7 a 7,9",GH6
Fartura,351540,SP,"6 a 6,9",GH3
Fernandópolis,351550,SP,"6 a 6,9",GH3
Fernando Prestes,351560,SP,"5 a 5,9",GH5
Fernão,351565,SP,"6 a 6,9",GH5
Ferraz de Vasconcelos,351570,SP,"4 a 4,9",GH3
Flora Rica,351580,SP,"6 a 6,9",GH5
Floreal,351590,SP,"5 a 5,9",GH5
Flórida Paulista,351600,SP,"5 a 5,9",GH5
Florínia,351610,SP,"6 a 6,9",GH5
Franca,351620,SP,"5 a 5,9",GH2
Francisco Morato,351630,SP,"5 a 5,9",GH4
Franco da Rocha,351640,SP,"5 a 5,9",GH3
Gabriel Monteiro,351650,SP,"6 a 6,9",GH5
Gália,351660,SP,"6 a 6,9",GH5
Garça,351670,SP,"6 a 6,9",GH3
Gastão Vidigal,351680,SP,"5 a 5,9",GH5
Gavião Peixoto,351685,SP,"5 a 5,9",GH5
General Salgado,351690,SP,"5 a 5,9",GH5
Getulina,351700,SP,"5 a 5,9",GH5
Glicério,351710,SP,"6 a 6,9",GH5
Guaiçara,351720,SP,"5 a 5,9",GH5
Guaimbê,351730,SP,"6 a 6,9",GH5
Guaíra,351740,SP,"6 a 6,9",GH3
Guapiaçu,351750,SP,"6 a 6,9",GH5
Guapiara,351760,SP,"6 a 6,9",GH5
Guará,351770,SP,"5 a 5,9",GH5
Guaraçaí,351780,SP,"5 a 5,9",GH5
Guaraci,351790,SP,"6 a 6,9",GH5
Guarani d'Oeste,351800,SP,"7 a 7,9",GH5
Guarantã,351810,SP,"6 a 6,9",GH5
Guararapes,351820,SP,"5 a 5,9",GH3
Guararema,351830,SP,"5 a 5,9",GH3
Guaratinguetá,351840,SP,"4 a 4,9",GH3
Guareí,351850,SP,"5 a 5,9",GH5
Guariba,351860,SP,"5 a 5,9",GH3
Guarujá,351870,SP,"4 a 4,9",GH3
Guarulhos,351880,SP,"5 a 5,9",GH2
Guatapará,351885,SP,"6 a 6,9",GH5
Guzolândia,351890,SP,"6 a 6,9",GH5
Herculândia,351900,SP,"7 a 7,9",GH5
Holambra,351905,SP,"6 a 6,9",GH5
Hortolândia,351907,SP,"5 a 5,9",GH3
Iacanga,351910,SP,"6 a 6,9",GH5
Iacri,351920,SP,"6 a 6,9",GH5
Iaras,351925,SP,"7 a 7,9",GH5
Ibaté,351930,SP,"5 a 5,9",GH3
Ibirá,351940,SP,"6 a 6,9",GH5
Ibirarema,351950,SP,"5 a 5,9",GH5
Ibitinga,351960,SP,"4 a 4,9",GH3
Ibiúna,351970,SP,"4 a 4,9",GH5
Icém,351980,SP,"6 a 6,9",GH5
Iepê,351990,SP,"6 a 6,9",GH5
Igaraçu do Tietê,352000,SP,"5 a 5,9",GH5
Igarapava,352010,SP,"4 a 4,9",GH5
Igaratá,352020,SP,"6 a 6,9",GH5
Iguape,352030,SP,"5 a 5,9",GH5
Ilhabela,352040,SP,"6 a 6,9",GH3
Ilha Comprida,352042,SP,"7 a 7,9",GH5
Ilha Solteira,352044,SP,"4 a 4,9",GH3
Indaiatuba,352050,SP,"4 a 4,9",GH3
Indiana,352060,SP,"7 a 7,9",GH5
Indiaporã,352070,SP,"7 a 7,9",GH5
Inúbia Paulista,352080,SP,"6 a 6,9",GH5
Ipaussu,352090,SP,"6 a 6,9",GH5
Iperó,352100,SP,"5 a 5,9",GH5
Ipeúna,352110,SP,"5 a 5,9",GH5
Ipiguá,352115,SP,"6 a 6,9",GH5
Iporanga,352120,SP,"7 a 7,9",GH6
Ipuã,352130,SP,"5 a 5,9",GH5
Iracemápolis,352140,SP,"5 a 5,9",GH5
Irapuã,352150,SP,"6 a 6,9",GH5
Irapuru,352160,SP,"6 a 6,9",GH5
Itaberá,352170,SP,"6 a 6,9",GH5
Itaí,352180,SP,"6 a 6,9",GH5
Itajobi,352190,SP,"6 a 6,9",GH5
Itaju,352200,SP,"6 a 6,9",GH5
Itanhaém,352210,SP,"5 a 5,9",GH3
Itaóca,352215,SP,"6 a 6,9",GH6
Itapecerica da Serra,352220,SP,"5 a 5,9",GH3
Itapetininga,352230,SP,"5 a 5,9",GH3
Itapeva,352240,SP,"6 a 6,9",GH3
Itapevi,352250,SP,"5 a 5,9",GH3
Itapira,352260,SP,"5 a 5,9",GH3
Itapirapuã Paulista,352265,SP,"6 a 6,9",GH6
Itápolis,352270,SP,"4 a 4,9",GH3
Itaporanga,352280,SP,"6 a 6,9",GH5
Itapuí,352290,SP,"6 a 6,9",GH5
Itapura,352300,SP,"5 a 5,9",GH5
Itaquaquecetuba,352310,SP,"4 a 4,9",GH3
Itararé,352320,SP,"5 a 5,9",GH3
Itariri,352330,SP,"6 a 6,9",GH6
Itatiba,352340,SP,"5 a 5,9",GH3
Itatinga,352350,SP,"6 a 6,9",GH5
Itirapina,352360,SP,"5 a 5,9",GH5
Itirapuã,352370,SP,"5 a 5,9",GH5
Itobi,352380,SP,"4 a 4,9",GH5
Itu,352390,SP,"5 a 5,9",GH3
Itupeva,352400,SP,"5 a 5,9",GH3
Ituverava,352410,SP,"6 a 6,9",GH3
Jaborandi,352420,SP,"6 a 6,9",GH5
Jaboticabal,352430,SP,"4 a 4,9",GH3
Jacareí,352440,SP,"5 a 5,9",GH3
Jaci,352450,SP,"6 a 6,9",GH3
Jacupiranga,352460,SP,"5 a 5,9",GH5
Jaguariúna,352470,SP,"6 a 6,9",GH3
Jales,352480,SP,"6 a 6,9",GH3
Jambeiro,352490,SP,"5 a 5,9",GH5
Jandira,352500,SP,"4 a 4,9",GH5
Jardinópolis,352510,SP,"5 a 5,9",GH5
Jarinu,352520,SP,"5 a 5,9",GH5
Jaú,352530,SP,"6 a 6,9",GH2
Jeriquara,352540,SP,"6 a 6,9",GH5
Joanópolis,352550,SP,"4 a 4,9",GH5
João Ramalho,352560,SP,"6 a 6,9",GH5
José Bonifácio,352570,SP,"6 a 6,9",GH3
Júlio Mesquita,352580,SP,"6 a 6,9",GH5
Jumirim,352585,SP,"6 a 6,9",GH5
Jundiaí,352590,SP,"6 a 6,9",GH2
Junqueirópolis,352600,SP,"6 a 6,9",GH3
Juquiá,352610,SP,"6 a 6,9",GH5
Juquitiba,352620,SP,"6 a 6,9",GH5
Lagoinha,352630,SP,"6 a 6,9",GH5
Laranjal Paulista,352640,SP,"5 a 5,9",GH3
Lavínia,352650,SP,"5 a 5,9",GH5
Lavrinhas,352660,SP,"6 a 6,9",GH5
Leme,352670,SP,"5 a 5,9",GH3
Lençóis Paulista,352680,SP,"5 a 5,9",GH3
Limeira,352690,SP,"5 a 5,9",GH2
Lindóia,352700,SP,"7 a 7,9",GH5
Lins,352710,SP,"4 a 4,9",GH3
Lorena,352720,SP,"4 a 4,9",GH3
Lourdes,352725,SP,"7 a 7,9",GH5
Louveira,352730,SP,"4 a 4,9",GH3
Lucélia,352740,SP,"7 a 7,9",GH5
Lucianópolis,352750,SP,"7 a 7,9",GH5
Luís Antônio,352760,SP,"7 a 7,9",GH5
Luiziânia,352770,SP,"5 a 5,9",GH5
Lupércio,352780,SP,"7 a 7,9",GH5
Lutécia,352790,SP,"6 a 6,9",GH5
Macatuba,352800,SP,"6 a 6,9",GH5
Macaubal,352810,SP,"4 a 4,9",GH5
Macedônia,352820,SP,"6 a 6,9",GH5
Magda,352830,SP,"5 a 5,9",GH5
Mairinque,352840,SP,"4 a 4,9",GH5
Mairiporã,352850,SP,"4 a 4,9",GH3
Manduri,352860,SP,"5 a 5,9",GH5
Marabá Paulista,352870,SP,"5 a 5,9",GH6
Maracaí,352880,SP,"5 a 5,9",GH5
Marapoama,352885,SP,"5 a 5,9",GH5
Mariápolis,352890,SP,"5 a 5,9",GH5
Marília,352900,SP,"6 a 6,9",GH2
Marinópolis,352910,SP,"7 a 7,9",GH5
Martinópolis,352920,SP,"6 a 6,9",GH3
Matão,352930,SP,"5 a 5,9",GH3
Mauá,352940,SP,"4 a 4,9",GH3
Mendonça,352950,SP,"6 a 6,9",GH5
Meridiano,352960,SP,"6 a 6,9",GH5
Mesópolis,352965,SP,"7 a 7,9",GH5
Miguelópolis,352970,SP,"4 a 4,9",GH5
Mineiros do Tietê,352980,SP,"5 a 5,9",GH5
Miracatu,352990,SP,"6 a 6,9",GH6
Mira Estrela,353000,SP,"7 a 7,9",GH5
Mirandópolis,353010,SP,"5 a 5,9",GH3
Mirante do Paranapanema,353020,SP,"6 a 6,9",GH5
Mirassol,353030,SP,"5 a 5,9",GH3
Mirassolândia,353040,SP,"7 a 7,9",GH5
Mococa,353050,SP,"5 a 5,9",GH3
Mogi das Cruzes,353060,SP,"5 a 5,9",GH2
Mogi Guaçu,353070,SP,"5 a 5,9",GH3
Moji Mirim,353080,SP,"4 a 4,9",GH3
Mombuca,353090,SP,"6 a 6,9",GH5
Monções,353100,SP,"6 a 6,9",GH5
Mongaguá,353110,SP,"4 a 4,9",GH4
Monte Alegre do Sul,353120,SP,"6 a 6,9",GH5
Monte Alto,353130,SP,"5 a 5,9",GH3
Monte Aprazível,353140,SP,"5 a 5,9",GH3
Monte Azul Paulista,353150,SP,"5 a 5,9",GH3
Monte Castelo,353160,SP,"6 a 6,9",GH5
Monteiro Lobato,353170,SP,"5 a 5,9",GH5
Monte Mor,353180,SP,"6 a 6,9",GH3
Morro Agudo,353190,SP,"6 a 6,9",GH3
Morungaba,353200,SP,"5 a 5,9",GH5
Motuca,353205,SP,"5 a 5,9",GH5
Murutinga do Sul,353210,SP,"5 a 5,9",GH5
Nantes,353215,SP,"7 a 7,9",GH5
Narandiba,353220,SP,"6 a 6,9",GH5
Natividade da Serra,353230,SP,"6 a 6,9",GH6
Nazaré Paulista,353240,SP,"2,5 a 3,9",GH5
Neves Paulista,353250,SP,"6 a 6,9",GH5
Nhandeara,353260,SP,"5 a 5,9",GH3
Nipoã,353270,SP,"6 a 6,9",GH5
Nova Aliança,353280,SP,"7 a 7,9",GH5
Nova Campina,353282,SP,"6 a 6,9",GH5
Nova Canaã Paulista,353284,SP,"7 a 7,9",GH5
Nova Castilho,353286,SP,"5 a 5,9",GH5
Nova Europa,353290,SP,"5 a 5,9",GH5
Nova Granada,353300,SP,"6 a 6,9",GH3
Nova Guataporanga,353310,SP,"7 a 7,9",GH5
Nova Independência,353320,SP,"6 a 6,9",GH5
Novais,353325,SP,"6 a 6,9",GH5
Nova Luzitânia,353330,SP,"6 a 6,9",GH5
Nova Odessa,353340,SP,"5 a 5,9",GH3
Novo Horizonte,353350,SP,"5 a 5,9",GH3
Nuporanga,353360,SP,"5 a 5,9",GH5
Ocauçu,353370,SP,"6 a 6,9",GH5
Óleo,353380,SP,"6 a 6,9",GH5
Olímpia,353390,SP,"5 a 5,9",GH3
Onda Verde,353400,SP,"7 a 7,9",GH5
Oriente,353410,SP,"6 a 6,9",GH5
Orindiúva,353420,SP,"5 a 5,9",GH5
Orlândia,353430,SP,"4 a 4,9",GH3
Osasco,353440,SP,"4 a 4,9",GH2
Oscar Bressane,353450,SP,"6 a 6,9",GH5
Osvaldo Cruz,353460,SP,"5 a 5,9",GH3
Ourinhos,353470,SP,"6 a 6,9",GH3
Ouroeste,353475,SP,"6 a 6,9",GH5
Ouro Verde,353480,SP,"6 a 6,9",GH5
Pacaembu,353490,SP,"5 a 5,9",GH5
Palestina,353500,SP,"6 a 6,9",GH5
Palmares Paulista,353510,SP,"5 a 5,9",GH5
Palmeira d'Oeste,353520,SP,"7 a 7,9",GH5
Palmital,353530,SP,"6 a 6,9",GH3
Panorama,353540,SP,"6 a 6,9",GH5
Paraguaçu Paulista,353550,SP,"6 a 6,9",GH3
Paraibuna,353560,SP,"5 a 5,9",GH5
Paraíso,353570,SP,"6 a 6,9",GH5
Paranapanema,353580,SP,"5 a 5,9",GH5
Paranapuã,353590,SP,"6 a 6,9",GH5
Parapuã,353600,SP,"6 a 6,9",GH5
Pardinho,353610,SP,"7 a 7,9",GH5
Pariquera-Açu,353620,SP,"7 a 7,9",GH3
Parisi,353625,SP,"6 a 6,9",GH5
Patrocínio Paulista,353630,SP,"6 a 6,9",GH5
Paulicéia,353640,SP,"6 a 6,9",GH5
Paulínia,353650,SP,"5 a 5,9",GH3
Paulistânia,353657,SP,"6 a 6,9",GH5
Paulo de Faria,353660,SP,"5 a 5,9",GH5
Pederneiras,353670,SP,"5 a 5,9",GH3
Pedra Bela,353680,SP,"6 a 6,9",GH5
Pedranópolis,353690,SP,"6 a 6,9",GH5
Pedregulho,353700,SP,"5 a 5,9",GH5
Pedreira,353710,SP,"5 a 5,9",GH3
Pedrinhas Paulista,353715,SP,"5 a 5,9",GH5
Pedro de Toledo,353720,SP,"6 a 6,9",GH6
Penápolis,353730,SP,"5 a 5,9",GH3
Pereira Barreto,353740,SP,"5 a 5,9",GH3
Pereiras,353750,SP,"6 a 6,9",GH5
Peruíbe,353760,SP,"6 a 6,9",GH3
Piacatu,353770,SP,"6 a 6,9",GH5
Piedade,353780,SP,"5 a 5,9",GH3
Pilar do Sul,353790,SP,"5 a 5,9",GH3
Pindamonhangaba,353800,SP,"5 a 5,9",GH3
Pindorama,353810,SP,"5 a 5,9",GH5
Pinhalzinho,353820,SP,"5 a 5,9",GH5
Piquerobi,353830,SP,"6 a 6,9",GH5
Piquete,353850,SP,"4 a 4,9",GH5
Piracaia,353860,SP,"4 a 4,9",GH5
Piracicaba,353870,SP,"5 a 5,9",GH2
Piraju,353880,SP,"6 a 6,9",GH3
Pirajuí,353890,SP,"5 a 5,9",GH5
Pirangi,353900,SP,"6 a 6,9",GH5
Pirapora do Bom Jesus,353910,SP,"5 a 5,9",GH5
Pirapozinho,353920,SP,"5 a 5,9",GH5
Pirassununga,353930,SP,"5 a 5,9",GH3
Piratininga,353940,SP,"5 a 5,9",GH5
Pitangueiras,353950,SP,"5 a 5,9",GH3
Planalto,353960,SP,"6 a 6,9",GH5
Platina,353970,SP,"6 a 6,9",GH5
Poá,353980,SP,"5 a 5,9",GH5
Poloni,353990,SP,"6 a 6,9",GH5
Pompéia,354000,SP,"5 a 5,9",GH3
Pongaí,354010,SP,"6 a 6,9",GH5
Pontal,354020,SP,"4 a 4,9",GH3
Pontalinda,354025,SP,"7 a 7,9",GH5
Pontes Gestal,354030,SP,"7 a 7,9",GH5
Populina,354040,SP,"6 a 6,9",GH5
Porangaba,354050,SP,"6 a 6,9",GH5
Porto Feliz,354060,SP,"6 a 6,9",GH3
Porto Ferreira,354070,SP,"4 a 4,9",GH3
Potim,354075,SP,"4 a 4,9",GH6
Potirendaba,354080,SP,"6 a 6,9",GH5
Pracinha,354085,SP,"6 a 6,9",GH6
Pradópolis,354090,SP,"5 a 5,9",GH5
Praia Grande,354100,SP,"5 a 5,9",GH3
Pratânia,354105,SP,"7 a 7,9",GH5
Presidente Alves,354110,SP,"5 a 5,9",GH5
Presidente Bernardes,354120,SP,"5 a 5,9",GH5
Presidente Epitácio,354130,SP,"6 a 6,9",GH3
Presidente Prudente,354140,SP,"5 a 5,9",GH2
Presidente Venceslau,354150,SP,"6 a 6,9",GH3
Promissão,354160,SP,"5 a 5,9",GH3
Quadra,354165,SP,"6 a 6,9",GH5
Quatá,354170,SP,"5 a 5,9",GH5
Queiroz,354180,SP,"6 a 6,9",GH5
Queluz,354190,SP,"6 a 6,9",GH5
Quintana,354200,SP,"6 a 6,9",GH5
Rafard,354210,SP,"4 a 4,9",GH5
Rancharia,354220,SP,"6 a 6,9",GH3
Redenção da Serra,354230,SP,"6 a 6,9",GH5
Regente Feijó,354240,SP,"6 a 6,9",GH5
Reginópolis,354250,SP,"5 a 5,9",GH5
Registro,354260,SP,"6 a 6,9",GH3
Restinga,354270,SP,"6 a 6,9",GH5
Ribeira,354280,SP,"5 a 5,9",GH6
Ribeirão Bonito,354290,SP,"6 a 6,9",GH5
Ribeirão Branco,354300,SP,"6 a 6,9",GH6
Ribeirão Corrente,354310,SP,"6 a 6,9",GH5
Ribeirão do Sul,354320,SP,"6 a 6,9",GH5
Ribeirão dos Índios,354323,SP,"6 a 6,9",GH5
Ribeirão Grande,354325,SP,"6 a 6,9",GH5
Ribeirão Pires,354330,SP,"2,5 a 3,9",GH3
Ribeirão Preto,354340,SP,"6 a 6,9",GH1
Riversul,354350,SP,"6 a 6,9",GH6
Rifaina,354360,SP,"5 a 5,9",GH5
Rincão,354370,SP,"5 a 5,9",GH5
Rinópolis,354380,SP,"7 a 7,9",GH5
Rio Claro,354390,SP,"4 a 4,9",GH3
Rio das Pedras,354400,SP,"2,5 a 3,9",GH5
